DATE,SEASON,TEAM_ID,ELO
2003-11-11,2003-04,1610612748,1313.3681446932878
2003-11-11,2003-04,1610612764,1384.2508081645724
2003-11-11,2003-04,1610612745,1429.056457538818
2003-11-11,2003-04,1610612754,1460.4293557293925
2003-11-11,2003-04,1610612740,1429.4904789660688
2003-11-11,2003-04,1610612738,1409.663309416861
2003-11-11,2003-04,1610612742,1432.3060754649985
2003-11-11,2003-04,1610612760,1451.2069952561556
2003-11-11,2003-04,1610612750,1397.5475493374738
2003-11-11,2003-04,1610612761,1424.3372529670019
2003-11-11,2003-04,1610612757,1431.3742896909107
2003-11-12,2003-04,1610612762,1406.2163200282203
2003-11-12,2003-04,1610612747,1452.1071606609462
2003-11-12,2003-04,1610612761,1408.9051931464155
2003-11-12,2003-04,1610612748,1332.7546295049972
2003-11-12,2003-04,1610612759,1416.1149658823683
2003-11-12,2003-04,1610612740,1445.1393791964927
2003-11-12,2003-04,1610612739,1368.6468337887775
2003-11-12,2003-04,1610612751,1384.0275668612992
2003-11-12,2003-04,1610612737,1358.3989287924742
2003-11-12,2003-04,1610612738,1391.3134446937354
2003-11-12,2003-04,1610612741,1376.6148095173196
2003-11-12,2003-04,1610612765,1424.1080259812857
2003-11-12,2003-04,1610612744,1417.9331338239974
2003-11-12,2003-04,1610612763,1411.0475392639735
2003-11-12,2003-04,1610612753,1288.1601523234185
2003-11-12,2003-04,1610612760,1465.0885579757853
2003-11-12,2003-04,1610612749,1391.052481618829
2003-11-12,2003-04,1610612756,1376.6575217783652
2003-11-13,2003-04,1610612757,1447.0259259423422
2003-11-13,2003-04,1610612758,1408.1568350730515
2003-11-13,2003-04,1610612745,1413.2061036109862
2003-11-13,2003-04,1610612741,1361.5776330841816
2003-11-13,2003-04,1610612750,1412.5847257706118
2003-11-13,2003-04,1610612742,1448.1564293928302
2003-11-14,2003-04,1610612753,1277.0737231702203
2003-11-14,2003-04,1610612764,1365.8965362820684
2003-11-14,2003-04,1610612748,1351.1089013875012
2003-11-14,2003-04,1610612761,1392.8707300368335
2003-11-14,2003-04,1610612758,1424.1912981826335
2003-11-14,2003-04,1610612746,1407.2907858204471
2003-11-14,2003-04,1610612744,1400.6498743225566
2003-11-14,2003-04,1610612765,1409.3946496958622
2003-11-14,2003-04,1610612747,1466.8205369463697
2003-11-14,2003-04,1610612752,1329.1055096874493
2003-11-14,2003-04,1610612743,1409.5011838316552
2003-11-14,2003-04,1610612760,1448.8740066441642
2003-11-14,2003-04,1610612754,1476.6439070610136
2003-11-14,2003-04,1610612762,1422.5095631103002
2003-11-14,2003-04,1610612750,1396.291482688532
2003-11-14,2003-04,1610612759,1399.1567441215748
2003-11-14,2003-04,1610612755,1412.2407362042313
2003-11-14,2003-04,1610612756,1362.334465020699
2003-11-14,2003-04,1610612745,1427.5291603686524
2003-11-14,2003-04,1610612739,1353.6891913796335
2003-11-14,2003-04,1610612738,1406.2710871028794
2003-11-14,2003-04,1610612751,1398.157609643599
2003-11-15,2003-04,1610612737,1344.2219330540718
2003-11-15,2003-04,1610612751,1412.3346053820014
2003-11-15,2003-04,1610612749,1408.4971881900215
2003-11-15,2003-04,1610612755,1393.5695777053916
2003-11-15,2003-04,1610612741,1349.5152639077578
2003-11-15,2003-04,1610612760,1460.936375820588
2003-11-15,2003-04,1610612739,1372.3603498784732
2003-11-15,2003-04,1610612757,1430.9390481078915
2003-11-15,2003-04,1610612762,1405.0648565391077
2003-11-15,2003-04,1610612740,1461.2262570309433
2003-11-15,2003-04,1610612759,1413.6297168326819
2003-11-15,2003-04,1610612746,1417.5599287524497
2003-11-15,2003-04,1610612765,1423.2406052411018
2003-11-15,2003-04,1610612756,1348.4885094754595
2003-11-15,2003-04,1610612764,1351.4235635709613
2003-11-15,2003-04,1610612754,1486.2304628662798
2003-11-15,2003-04,1610612752,1319.518953882183
2003-11-15,2003-04,1610612742,1430.453970780202
2003-11-15,2003-04,1610612763,1428.7499978766016
2003-11-15,2003-04,1610612753,1266.8045802382178
2003-11-16,2003-04,1610612744,1385.732340891175
2003-11-16,2003-04,1610612758,1439.1088316140151
2003-11-16,2003-04,1610612748,1340.2489663290528
2003-11-16,2003-04,1610612747,1477.680472004818
2003-11-16,2003-04,1610612745,1409.9383539056757
2003-11-16,2003-04,1610612761,1410.46153649981
2003-11-17,2003-04,1610612738,1386.3570105528388
2003-11-17,2003-04,1610612752,1339.4330304322236
2003-11-17,2003-04,1610612745,1425.1851011401386
2003-11-17,2003-04,1610612753,1256.8556091640085
2003-11-17,2003-04,1610612755,1378.3228304709287
2003-11-17,2003-04,1610612764,1367.0919637185675
2003-11-17,2003-04,1610612737,1328.5535329064655
2003-11-17,2003-04,1610612757,1414.9167094859324
2003-11-17,2003-04,1610612742,1446.4763094021612
2003-11-17,2003-04,1610612762,1415.013827613317
2003-11-18,2003-04,1610612741,1333.4679802564076
2003-11-18,2003-04,1610612743,1392.893147569876
2003-11-18,2003-04,1610612750,1412.8995189503112
2003-11-18,2003-04,1610612737,1348.1714491425662
2003-11-18,2003-04,1610612740,1474.989458571471
2003-11-18,2003-04,1610612751,1398.5714038414737
2003-11-18,2003-04,1610612756,1364.5357931268097
2003-11-18,2003-04,1610612749,1388.8792719539208
2003-11-18,2003-04,1610612765,1441.7273356501462
2003-11-18,2003-04,1610612744,1371.0143086358007
2003-11-18,2003-04,1610612759,1428.3477490880562
2003-11-18,2003-04,1610612746,1399.4900752626163
2003-11-18,2003-04,1610612747,1459.1937415957736
2003-11-18,2003-04,1610612739,1390.4302033683066
2003-11-18,2003-04,1610612748,1361.5935705980264
2003-11-18,2003-04,1610612760,1439.5917715516143
2003-11-19,2003-04,1610612738,1374.352388398007
2003-11-19,2003-04,1610612740,1486.9940807263029
2003-11-19,2003-04,1610612761,1392.985701436394
2003-11-19,2003-04,1610612757,1428.4801889514451
2003-11-19,2003-04,1610612763,1413.3473485934694
2003-11-19,2003-04,1610612749,1373.0641095338226
2003-11-19,2003-04,1610612748,1348.0300911325137
2003-11-19,2003-04,1610612755,1395.7986655343448
2003-11-19,2003-04,1610612743,1408.7083099899742
2003-11-19,2003-04,1610612764,1384.1651157687336
2003-11-19,2003-04,1610612752,1328.7396867903647
2003-11-19,2003-04,1610612739,1373.3570513181405
2003-11-19,2003-04,1610612746,1387.4036432726102
2003-11-19,2003-04,1610612754,1498.316894856286
2003-11-19,2003-04,1610612744,1357.4889455837285
2003-11-19,2003-04,1610612745,1438.7104641922108
2003-11-19,2003-04,1610612758,1454.0009911795134
2003-11-19,2003-04,1610612762,1400.1216680478187
2003-11-19,2003-04,1610612747,1469.8870852376326
2003-11-19,2003-04,1610612765,1457.1299849332784
2003-11-20,2003-04,1610612759,1413.1818433219435
2003-11-20,2003-04,1610612742,1461.6422151682739
2003-11-20,2003-04,1610612753,1245.6615617088642
2003-11-20,2003-04,1610612756,1375.729840581954
2003-11-21,2003-04,1610612745,1422.2394787159901
2003-11-21,2003-04,1610612748,1332.4655798899123
2003-11-21,2003-04,1610612744,1373.05345682633
2003-11-21,2003-04,1610612754,1513.7956445204557
2003-11-21,2003-04,1610612740,1471.515331062133
2003-11-21,2003-04,1610612757,1444.9511744276658
2003-11-21,2003-04,1610612758,1461.4121941620938
2003-11-21,2003-04,1610612738,1359.3387734804826
2003-11-21,2003-04,1610612755,1410.8122804518691
2003-11-21,2003-04,1610612741,1323.446202014565
2003-11-21,2003-04,1610612747,1479.9088634794753
2003-11-21,2003-04,1610612753,1238.2503587262838
2003-11-21,2003-04,1610612762,1414.8781344120027
2003-11-21,2003-04,1610612749,1358.3076431696386
2003-11-21,2003-04,1610612765,1467.4725985325936
2003-11-21,2003-04,1610612752,1318.3970731910495
2003-11-21,2003-04,1610612760,1422.3854647000824
2003-11-21,2003-04,1610612759,1426.2224616466622
2003-11-21,2003-04,1610612763,1430.5536554450014
2003-11-21,2003-04,1610612739,1359.1702271571824
2003-11-21,2003-04,1610612750,1427.0863431112693
2003-11-21,2003-04,1610612743,1423.5799304305242
2003-11-21,2003-04,1610612764,1369.2934953281836
2003-11-21,2003-04,1610612737,1335.1308308178475
2003-11-22,2003-04,1610612752,1338.5553417299268
2003-11-22,2003-04,1610612746,1373.2231938173554
2003-11-22,2003-04,1610612748,1318.4477379452564
2003-11-22,2003-04,1610612756,1389.7476825266099
2003-11-22,2003-04,1610612750,1441.2667925665241
2003-11-22,2003-04,1610612737,1352.2361226737564
2003-11-22,2003-04,1610612751,1382.3141948993593
2003-11-22,2003-04,1610612743,1409.3257846218114
2003-11-22,2003-04,1610612742,1475.8963609769867
2003-11-22,2003-04,1610612739,1342.0649353012734
2003-11-22,2003-04,1610612755,1390.6540119129918
2003-11-22,2003-04,1610612761,1409.2429103785084
2003-11-23,2003-04,1610612764,1355.7196159354419
2003-11-23,2003-04,1610612760,1435.959344092824
2003-11-23,2003-04,1610612757,1425.6866293649146
2003-11-23,2003-04,1610612744,1392.3180018890812
2003-11-23,2003-04,1610612763,1416.8113803322324
2003-11-23,2003-04,1610612758,1471.3727828962478
2003-11-23,2003-04,1610612740,1487.3291647508802
2003-11-23,2003-04,1610612765,1451.6587648438465
2003-11-23,2003-04,1610612749,1376.636637401832
2003-11-23,2003-04,1610612761,1390.913916146315
2003-11-23,2003-04,1610612747,1493.6511385922443
2003-11-23,2003-04,1610612741,1313.485613280411
2003-11-24,2003-04,1610612738,1342.3828010820498
2003-11-24,2003-04,1610612752,1355.5113141283596
2003-11-24,2003-04,1610612765,1463.2011980898062
2003-11-24,2003-04,1610612737,1340.6936894277967
2003-11-24,2003-04,1610612746,1359.4656193933513
2003-11-24,2003-04,1610612754,1519.2332116891034
2003-11-24,2003-04,1610612753,1232.812791557636
2003-11-24,2003-04,1610612745,1435.9970531399943
2003-11-25,2003-04,1610612743,1424.425132796472
2003-11-25,2003-04,1610612755,1374.0088379814115
2003-11-25,2003-04,1610612749,1393.2818113334124
2003-11-25,2003-04,1610612740,1464.111572737162
2003-11-25,2003-04,1610612748,1341.6653299589746
2003-11-25,2003-04,1610612756,1374.6483343519492
2003-11-25,2003-04,1610612741,1304.463873831446
2003-11-25,2003-04,1610612742,1484.9181004259513
2003-11-25,2003-04,1610612750,1428.798198982756
2003-11-25,2003-04,1610612754,1531.7018052728715
2003-11-25,2003-04,1610612763,1403.3035721774772
2003-11-25,2003-04,1610612758,1484.880591051003
2003-11-25,2003-04,1610612764,1374.8988543475568
2003-11-25,2003-04,1610612757,1406.5073909527996
2003-11-25,2003-04,1610612751,1400.7651986212438
2003-11-25,2003-04,1610612760,1417.5083403709395
2003-11-26,2003-04,1610612737,1326.9904429226897
2003-11-26,2003-04,1610612761,1404.617162651422
2003-11-26,2003-04,1610612755,1394.0283831505233
2003-11-26,2003-04,1610612753,1221.6977917454662
2003-11-26,2003-04,1610612759,1436.834077275216
2003-11-26,2003-04,1610612741,1293.8522582028922
2003-11-26,2003-04,1610612745,1419.025687041574
2003-11-26,2003-04,1610612765,1443.1816529206944
2003-11-26,2003-04,1610612762,1431.849500510423
2003-11-26,2003-04,1610612742,1464.0038971301603
2003-11-26,2003-04,1610612750,1409.472393917201
2003-11-26,2003-04,1610612738,1353.4978008942196
2003-11-26,2003-04,1610612740,1474.7114309689139
2003-11-26,2003-04,1610612764,1364.1641397045084
2003-11-26,2003-04,1610612747,1504.3858532352926
2003-11-26,2003-04,1610612756,1395.56253764774
2003-11-26,2003-04,1610612739,1331.4650770695216
2003-11-26,2003-04,1610612752,1374.8371191939145
2003-11-27,2003-04,1610612752,1365.607125025365
2003-11-27,2003-04,1610612754,1540.9317994414212
2003-11-27,2003-04,1610612746,1345.3586276116812
2003-11-27,2003-04,1610612751,1414.872190402914
2003-11-28,2003-04,1610612754,1550.5429167813531
2003-11-28,2003-04,1610612739,1320.4395457280302
2003-11-28,2003-04,1610612738,1371.321956473984
2003-11-28,2003-04,1610612749,1375.457655753648
2003-11-28,2003-04,1610612755,1384.4172658105913
2003-11-28,2003-04,1610612744,1408.467413939227
2003-11-28,2003-04,1610612761,1412.894137592263
2003-11-28,2003-04,1610612747,1517.3135951794482
2003-11-28,2003-04,1610612759,1423.9063353310605
2003-11-28,2003-04,1610612765,1454.2071842621858
2003-11-28,2003-04,1610612753,1213.4208168046252
2003-11-28,2003-04,1610612745,1406.0226123864009
2003-11-28,2003-04,1610612750,1425.1883390264754
2003-11-28,2003-04,1610612757,1422.8925297914043
2003-11-28,2003-04,1610612758,1497.883665706176
2003-11-28,2003-04,1610612737,1343.6658448484322
2003-11-28,2003-04,1610612748,1324.989928033232
2003-11-28,2003-04,1610612763,1387.587627068203
2003-11-28,2003-04,1610612751,1398.4870515643092
2003-11-28,2003-04,1610612742,1446.1890712518616
2003-11-28,2003-04,1610612762,1447.1894405080325
2003-11-28,2003-04,1610612760,1402.16840037333
2003-11-28,2003-04,1610612756,1379.4131255975942
2003-11-28,2003-04,1610612743,1442.2399586747708
2003-11-29,2003-04,1610612761,1392.930221591238
2003-11-29,2003-04,1610612748,1344.953844034257
2003-11-29,2003-04,1610612763,1400.5332783770205
2003-11-29,2003-04,1610612739,1307.4938944192127
2003-11-29,2003-04,1610612737,1329.5339581788044
2003-11-29,2003-04,1610612755,1398.5491524802192
2003-11-29,2003-04,1610612750,1410.1542823839293
2003-11-29,2003-04,1610612742,1461.2231278944078
2003-11-29,2003-04,1610612745,1389.845126644371
2003-11-29,2003-04,1610612760,1418.34588611536
2003-11-29,2003-04,1610612744,1425.177934934179
2003-11-29,2003-04,1610612743,1453.8905584884742
2003-11-29,2003-04,1610612765,1466.1509587150906
2003-11-29,2003-04,1610612764,1352.2203652516037
2003-11-29,2003-04,1610612738,1355.5124034692574
2003-11-29,2003-04,1610612749,1391.2672087583746
2003-11-29,2003-04,1610612740,1453.8458860280052
2003-11-29,2003-04,1610612752,1386.4726699662735
2003-11-29,2003-04,1610612759,1407.1958143361087
2003-11-29,2003-04,1610612746,1333.7080277979778
2003-11-30,2003-04,1610612754,1533.0172989124173
2003-11-30,2003-04,1610612758,1509.4272045759894
2003-11-30,2003-04,1610612751,1386.943512694496
2003-11-30,2003-04,1610612747,1534.839213048384
2003-12-01,2003-04,1610612746,1353.0426839182878
2003-12-01,2003-04,1610612751,1373.690463318323
2003-12-01,2003-04,1610612749,1370.8950599195996
2003-12-01,2003-04,1610612759,1387.8611582157987
2003-12-01,2003-04,1610612741,1314.2244070416673
2003-12-01,2003-04,1610612762,1460.4424898842053
2003-12-01,2003-04,1610612752,1374.078988461167
2003-12-01,2003-04,1610612754,1542.3710505253152
2003-12-01,2003-04,1610612756,1370.0593739846963
2003-12-01,2003-04,1610612763,1414.4715173197021
2003-12-01,2003-04,1610612738,1341.5741645265757
2003-12-01,2003-04,1610612765,1478.5446402201972
2003-12-02,2003-04,1610612743,1463.521303120315
2003-12-02,2003-04,1610612749,1384.999258202678
2003-12-02,2003-04,1610612737,1315.429759895726
2003-12-02,2003-04,1610612739,1297.8631497873719
2003-12-02,2003-04,1610612764,1341.08166600775
2003-12-02,2003-04,1610612740,1460.2576517486343
2003-12-02,2003-04,1610612761,1409.1889603637824
2003-12-02,2003-04,1610612755,1382.2904137076748
2003-12-02,2003-04,1610612742,1472.3618271382613
2003-12-02,2003-04,1610612753,1207.0090510839962
2003-12-03,2003-04,1610612762,1441.2353789983856
2003-12-03,2003-04,1610612745,1409.0522375301907
2003-12-03,2003-04,1610612739,1284.3831092823837
2003-12-03,2003-04,1610612746,1366.522724423276
2003-12-03,2003-04,1610612748,1334.8196614133242
2003-12-03,2003-04,1610612743,1477.7626598089098
2003-12-03,2003-04,1610612744,1410.936578245584
2003-12-03,2003-04,1610612750,1424.3159969697135
2003-12-03,2003-04,1610612756,1355.897659398912
2003-12-03,2003-04,1610612763,1428.60205795408
2003-12-03,2003-04,1610612765,1488.6788228411299
2003-12-03,2003-04,1610612754,1521.0759631116389
2003-12-03,2003-04,1610612757,1444.1876172050806
2003-12-03,2003-04,1610612738,1328.6492176539675
2003-12-03,2003-04,1610612761,1422.1139072363906
2003-12-03,2003-04,1610612752,1360.1065946401227
2003-12-03,2003-04,1610612760,1432.3182799364042
2003-12-03,2003-04,1610612753,1200.9674008621498
2003-12-03,2003-04,1610612740,1466.2993019704807
2003-12-03,2003-04,1610612747,1544.4474414524234
2003-12-03,2003-04,1610612759,1378.2529298117593
2003-12-03,2003-04,1610612751,1359.5599226839452
2003-12-04,2003-04,1610612747,1557.174604564035
2003-12-04,2003-04,1610612742,1459.6346640266497
