FIRST_NAME,LAST_NAME,P_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM,MPG,PER
Eric,Bledsoe,202339,2020-21,1610612740,NOP,31,71,70.0,2112,307,730,0.421,121.0,355.0,0.341,134,195,0.687,29.0,215.0,244.0,268,55.0,24.0,114.0,112,869,New Orleans Pelicans,29.75,12.65
Bogdan,Bogdanovic,203992,2020-21,1610612737,ATL,28,44,27.0,1305,267,565,0.473,146.0,333.0,0.438,40,44,0.909,20.0,140.0,160.0,147,49.0,13.0,54.0,99,720,Atlanta Hawks,29.66,18.15
Bojan,Bogdanovic,202711,2020-21,1610612762,UTA,32,72,72.0,2216,406,925,0.439,180.0,461.0,0.39,233,265,0.879,40.0,241.0,281.0,136,45.0,4.0,128.0,115,1225,Utah Jazz,30.78,15.61
Devin,Booker,1626164,2020-21,1610612756,PHX,24,67,67.0,2270,623,1287,0.484,126.0,371.0,0.34,340,392,0.867,34.0,247.0,281.0,289,53.0,16.0,207.0,181,1712,Phoenix Suns,33.88,20.26
Chris,Boucher,1628449,2020-21,1610612761,TOR,28,60,14.0,1453,288,560,0.514,90.0,235.0,0.383,152,193,0.788,117.0,287.0,404.0,63,35.0,111.0,46.0,166,818,Toronto Raptors,24.22,20.88
Mikal,Bridges,1628969,2020-21,1610612756,PHX,24,72,72.0,2348,363,669,0.543,134.0,315.0,0.425,110,131,0.84,76.0,233.0,309.0,152,76.0,63.0,57.0,116,970,Phoenix Suns,32.61,16.26
Miles,Bridges,1628970,2020-21,1610612766,CHA,23,66,19.0,1932,313,622,0.503,116.0,290.0,0.4,98,113,0.867,81.0,316.0,397.0,147,44.0,52.0,106.0,143,840,Charlotte Hornets,29.27,15.55
Oshae,Brissett,1629052,2020-21,1610612754,IND,23,21,16.0,519,73,151,0.483,33.0,78.0,0.423,50,65,0.769,29.0,86.0,115.0,18,19.0,20.0,10.0,32,229,Indiana Pacers,24.71,17.34
Malcolm,Brogdon,1627763,2020-21,1610612754,IND,28,56,56.0,1930,444,980,0.453,145.0,374.0,0.388,153,177,0.864,58.0,236.0,294.0,329,49.0,15.0,115.0,110,1186,Indiana Pacers,34.46,19.16
Armoni,Brooks,1629717,2020-21,1610612745,HOU,23,20,5.0,520,78,192,0.406,60.0,157.0,0.382,7,12,0.583,10.0,58.0,68.0,30,12.0,5.0,22.0,34,223,Houston Rockets,26.0,10.36
Dillon,Brooks,1628415,2020-21,1610612763,MEM,25,67,67.0,1997,432,1031,0.419,128.0,372.0,0.344,159,195,0.815,53.0,143.0,196.0,157,78.0,26.0,119.0,237,1151,Memphis Grizzlies,29.81,13.84
Bruce,Brown,1628971,2020-21,1610612751,BKN,24,65,37.0,1451,235,423,0.556,17.0,59.0,0.288,86,117,0.735,111.0,238.0,349.0,104,58.0,28.0,54.0,145,573,Brooklyn Nets,22.32,16.01
Jaylen,Brown,1627759,2020-21,1610612738,BOS,24,58,58.0,1999,538,1111,0.484,163.0,411.0,0.397,191,250,0.764,71.0,276.0,347.0,195,72.0,32.0,158.0,168,1430,Boston Celtics,34.47,20.36
Moses,Brown,1629650,2020-21,1610612760,OKC,21,43,32.0,920,146,268,0.545,0.0,0.0,0.0,78,126,0.619,154.0,229.0,383.0,10,31.0,47.0,43.0,93,370,Oklahoma City Thunder,21.4,18.71
Sterling,Brown,1628425,2020-21,1610612745,HOU,26,51,14.0,1229,150,335,0.448,91.0,215.0,0.423,25,31,0.806,38.0,186.0,224.0,72,38.0,12.0,41.0,97,416,Houston Rockets,24.1,10.57
Jalen,Brunson,1628973,2020-21,1610612742,DAL,24,68,12.0,1697,328,627,0.523,81.0,200.0,0.405,120,151,0.795,27.0,204.0,231.0,239,35.0,1.0,80.0,109,857,Dallas Mavericks,24.96,16.71
Reggie,Bullock,203493,2020-21,1610612752,NYK,30,65,64.0,1949,248,561,0.442,163.0,398.0,0.41,50,55,0.909,16.0,207.0,223.0,99,52.0,11.0,45.0,146,709,New York Knicks,29.98,11.46
Trey,Burke,203504,2020-21,1610612742,DAL,28,62,1.0,911,151,353,0.428,58.0,164.0,0.354,51,57,0.895,10.0,44.0,54.0,81,36.0,7.0,33.0,64,411,Dallas Mavericks,14.69,12.5
Alec,Burks,202692,2020-21,1610612752,NYK,29,49,5.0,1255,210,500,0.42,102.0,246.0,0.415,101,118,0.856,21.0,206.0,227.0,107,31.0,14.0,49.0,102,623,New York Knicks,25.61,15.23
Jimmy,Butler,202710,2020-21,1610612748,MIA,31,52,52.0,1745,366,736,0.497,25.0,102.0,0.245,359,416,0.863,94.0,265.0,359.0,369,108.0,18.0,109.0,71,1116,Miami Heat,33.56,25.29
Kentavious,Caldwell-Pope,203484,2020-21,1610612747,LAL,28,67,67.0,1902,218,506,0.431,120.0,293.0,0.41,97,112,0.866,27.0,152.0,179.0,127,62.0,26.0,66.0,114,653,Los Angeles Lakers,28.39,11.04
Facundo,Campazzo,1630267,2020-21,1610612743,DEN,30,65,19.0,1425,120,315,0.381,76.0,216.0,0.352,80,91,0.879,22.0,112.0,134.0,232,79.0,14.0,73.0,132,396,Denver Nuggets,21.92,10.21
Clint,Capela,203991,2020-21,1610612737,ATL,27,63,63.0,1898,413,695,0.594,0.0,0.0,0.0,130,227,0.573,297.0,606.0,903.0,49,44.0,129.0,73.0,145,956,Atlanta Hawks,30.13,24.37
Jevon,Carter,1628975,2020-21,1610612756,PHX,25,60,1.0,717,94,223,0.422,56.0,151.0,0.371,4,7,0.571,16.0,76.0,92.0,71,29.0,9.0,16.0,56,248,Phoenix Suns,11.95,12.23
Wendell,Carter Jr.,1628976,2020-21,1610612741,CHI,22,32,25.0,792,129,252,0.512,8.0,22.0,0.364,82,111,0.739,70.0,180.0,250.0,69,18.0,24.0,49.0,96,348,Chicago Bulls,25.46,16.79
Wendell,Carter Jr.,1628976,2020-21,1610612753,ORL,22,22,19.0,583,101,205,0.493,7.0,29.0,0.241,49,68,0.721,62.0,131.0,193.0,35,17.0,18.0,29.0,50,258,Orlando Magic,25.46,16.97
Michael,Carter-Williams,203487,2020-21,1610612753,ORL,29,31,25.0,800,105,270,0.389,15.0,61.0,0.246,49,80,0.613,39.0,100.0,139.0,129,25.0,17.0,69.0,81,274,Orlando Magic,25.81,9.66
Alex,Caruso,1627936,2020-21,1610612747,LAL,27,58,6.0,1216,133,305,0.436,55.0,137.0,0.401,49,76,0.645,31.0,139.0,170.0,160,64.0,15.0,76.0,108,370,Los Angeles Lakers,20.97,11.31
Willie,Cauley-Stein,1626161,2020-21,1610612742,DAL,27,53,16.0,906,115,182,0.632,1.0,11.0,0.091,49,78,0.628,66.0,170.0,236.0,35,21.0,43.0,29.0,129,280,Dallas Mavericks,17.09,13.55
Gary,Clark,1629109,2020-21,1610612753,ORL,26,35,11.0,637,40,131,0.305,31.0,108.0,0.287,8,10,0.8,33.0,79.0,112.0,30,12.0,7.0,17.0,34,119,Orlando Magic,16.77,5.93
Brandon,Clarke,1629634,2020-21,1610612763,MEM,24,59,16.0,1415,256,495,0.517,20.0,77.0,0.26,78,113,0.69,97.0,231.0,328.0,95,60.0,51.0,33.0,84,610,Memphis Grizzlies,23.98,18.15
Jordan,Clarkson,203903,2020-21,1610612762,UTA,29,68,1.0,1818,457,1075,0.425,208.0,599.0,0.347,129,144,0.896,47.0,227.0,274.0,168,61.0,10.0,115.0,110,1251,Utah Jazz,26.74,19.5
Nicolas,Claxton,1629651,2020-21,1610612751,BKN,22,32,1.0,594,90,145,0.621,1.0,5.0,0.2,31,64,0.484,43.0,123.0,166.0,28,23.0,40.0,18.0,68,212,Brooklyn Nets,18.56,16.56
John,Collins,1628381,2020-21,1610612737,ATL,23,63,63.0,1848,429,771,0.556,83.0,208.0,0.399,170,204,0.833,118.0,349.0,467.0,78,34.0,63.0,84.0,193,1111,Atlanta Hawks,29.33,21.22
Mike,Conley,201144,2020-21,1610612762,UTA,33,51,51.0,1498,284,640,0.444,138.0,335.0,0.412,121,142,0.852,36.0,141.0,177.0,305,70.0,9.0,99.0,98,827,Utah Jazz,29.37,20.64
Pat,Connaughton,1626192,2020-21,1610612749,MIL,28,69,4.0,1575,168,387,0.434,101.0,272.0,0.371,31,40,0.775,63.0,269.0,332.0,81,49.0,23.0,33.0,99,468,Milwaukee Bucks,22.83,12.48
DeMarcus,Cousins,202326,2020-21,1610612745,HOU,30,25,11.0,506,79,210,0.376,39.0,116.0,0.336,44,59,0.746,30.0,161.0,191.0,60,21.0,18.0,39.0,74,241,Houston Rockets,17.39,14.08
Robert,Covington,203496,2020-21,1610612757,POR,30,70,70.0,2243,204,509,0.401,135.0,356.0,0.379,50,62,0.806,61.0,405.0,466.0,117,101.0,84.0,64.0,195,593,Portland Trail Blazers,32.04,10.99
Torrey,Craig,1628470,2020-21,1610612756,PHX,30,32,8.0,602,91,181,0.503,31.0,84.0,0.369,16,20,0.8,44.0,110.0,154.0,33,19.0,20.0,20.0,59,229,Phoenix Suns,16.06,15.48
Jae,Crowder,203109,2020-21,1610612756,PHX,30,60,42.0,1648,199,492,0.404,148.0,380.0,0.389,57,75,0.76,32.0,250.0,282.0,127,48.0,27.0,55.0,125,603,Phoenix Suns,27.47,11.8
Seth,Curry,203552,2020-21,1610612755,PHI,30,57,57.0,1638,258,552,0.467,126.0,280.0,0.45,69,77,0.896,10.0,126.0,136.0,155,44.0,8.0,65.0,96,711,Philadelphia 76ers,28.74,13.52
Stephen,Curry,201939,2020-21,1610612744,GSW,33,63,63.0,2152,658,1365,0.482,337.0,801.0,0.421,362,395,0.916,29.0,316.0,345.0,363,77.0,8.0,213.0,119,2015,Golden State Warriors,34.16,29.66
Anthony,Davis,203076,2020-21,1610612747,LAL,28,36,36.0,1162,301,613,0.491,26.0,100.0,0.26,158,214,0.738,62.0,224.0,286.0,110,45.0,59.0,74.0,60,786,Los Angeles Lakers,32.28,23.16
Terence,Davis,1629056,2020-21,1610612758,SAC,24,27,0.0,581,108,246,0.439,54.0,145.0,0.372,29,37,0.784,11.0,77.0,88.0,46,27.0,7.0,34.0,49,299,Sacramento Kings,17.61,13.29
DeMar,DeRozan,201942,2020-21,1610612759,SAS,31,61,61.0,2056,455,920,0.495,19.0,74.0,0.257,387,440,0.88,40.0,219.0,259.0,422,56.0,15.0,119.0,128,1316,San Antonio Spurs,33.7,21.97
Donte,DiVincenzo,1628978,2020-21,1610612749,MIL,24,66,66.0,1815,253,603,0.42,131.0,346.0,0.379,51,71,0.718,81.0,299.0,380.0,203,72.0,15.0,91.0,112,688,Milwaukee Bucks,27.5,14.53
Hamidou,Diallo,1628977,2020-21,1610612760,OKC,22,32,5.0,761,143,297,0.481,12.0,41.0,0.293,83,132,0.629,37.0,128.0,165.0,77,31.0,12.0,49.0,83,381,Oklahoma City Thunder,23.58,15.57
Luka,Doncic,1629029,2020-21,1610612742,DAL,22,66,66.0,2262,647,1351,0.479,192.0,548.0,0.35,344,471,0.73,54.0,473.0,527.0,567,64.0,36.0,281.0,152,1830,Dallas Mavericks,34.27,24.6
Luguentz,Dort,1629652,2020-21,1610612760,OKC,22,52,52.0,1543,247,639,0.387,113.0,329.0,0.343,122,164,0.744,38.0,151.0,189.0,88,45.0,19.0,79.0,134,729,Oklahoma City Thunder,29.67,10.92
Damyean,Dotson,1628422,2020-21,1610612739,CLE,27,46,7.0,907,119,293,0.406,46.0,159.0,0.289,24,36,0.667,5.0,88.0,93.0,91,16.0,4.0,42.0,42,308,Cleveland Cavaliers,19.72,8.15
Sekou,Doumbouya,1629635,2020-21,1610612765,DET,20,56,11.0,869,107,282,0.379,26.0,115.0,0.226,45,64,0.703,39.0,104.0,143.0,47,24.0,9.0,44.0,94,285,Detroit Pistons,15.52,7.18
PJ,Dozier,1628408,2020-21,1610612743,DEN,24,50,6.0,1088,148,355,0.417,47.0,149.0,0.315,42,66,0.636,35.0,147.0,182.0,92,31.0,22.0,46.0,86,385,Denver Nuggets,21.76,9.98
Goran,Dragic,201609,2020-21,1610612748,MIA,35,50,11.0,1337,240,555,0.432,91.0,244.0,0.373,101,122,0.828,25.0,144.0,169.0,219,33.0,8.0,118.0,113,672,Miami Heat,26.74,13.43
Andre,Drummond,203083,2020-21,1610612739,CLE,27,25,25.0,722,180,380,0.474,0.0,8.0,0.0,77,129,0.597,101.0,236.0,337.0,64,40.0,29.0,81.0,69,437,Cleveland Cavaliers,27.0,19.73
Andre,Drummond,203083,2020-21,1610612747,LAL,27,21,21.0,520,102,192,0.531,0.0,0.0,0.0,46,76,0.605,65.0,149.0,214.0,30,23.0,20.0,43.0,80,250,Los Angeles Lakers,27.0,18.54
Kevin,Durant,201142,2020-21,1610612751,BKN,32,35,32.0,1157,324,603,0.537,85.0,189.0,0.45,210,238,0.882,13.0,234.0,247.0,195,25.0,45.0,120.0,70,943,Brooklyn Nets,33.06,26.39
Anthony,Edwards,1630162,2020-21,1610612750,MIN,19,72,55.0,2314,505,1211,0.417,171.0,520.0,0.329,211,272,0.776,59.0,277.0,336.0,211,82.0,36.0,160.0,129,1392,Minnesota Timberwolves,32.14,15.31
Wayne,Ellington,201961,2020-21,1610612765,DET,33,46,31.0,1012,149,338,0.441,116.0,275.0,0.422,28,35,0.8,12.0,73.0,85.0,67,18.0,9.0,33.0,59,442,Detroit Pistons,22.0,11.93
Joel,Embiid,203954,2020-21,1610612755,PHI,27,51,51.0,1585,461,899,0.513,58.0,154.0,0.377,471,548,0.859,113.0,426.0,539.0,145,50.0,69.0,159.0,123,1451,Philadelphia 76ers,31.08,30.84
James,Ennis III,203516,2020-21,1610612753,ORL,30,41,37.0,986,115,243,0.473,45.0,104.0,0.433,70,87,0.805,43.0,123.0,166.0,62,32.0,7.0,36.0,84,345,Orlando Magic,24.05,12.15
Drew,Eubanks,1629234,2020-21,1610612759,SAS,24,54,3.0,755,116,205,0.566,2.0,2.0,1.0,77,106,0.726,74.0,167.0,241.0,42,18.0,49.0,45.0,88,311,San Antonio Spurs,13.98,17.58
Derrick,Favors,202324,2020-21,1610612762,UTA,29,68,0.0,1039,155,243,0.638,0.0,2.0,0.0,59,80,0.738,138.0,238.0,376.0,44,32.0,68.0,36.0,143,369,Utah Jazz,15.28,20.61
Dorian,Finney-Smith,1627827,2020-21,1610612742,DAL,28,60,60.0,1921,220,466,0.472,119.0,302.0,0.394,31,41,0.756,98.0,228.0,326.0,102,52.0,25.0,48.0,138,590,Dallas Mavericks,32.02,11.44
Malachi,Flynn,1630201,2020-21,1610612761,TOR,23,47,14.0,928,127,340,0.374,54.0,168.0,0.321,45,56,0.804,10.0,106.0,116.0,137,38.0,7.0,43.0,68,353,Toronto Raptors,19.74,10.82
Bryn,Forbes,1627854,2020-21,1610612749,MIL,27,70,10.0,1354,250,529,0.473,154.0,341.0,0.452,47,61,0.77,11.0,101.0,112.0,45,24.0,1.0,44.0,77,701,Milwaukee Bucks,19.34,14.98
Evan,Fournier,203095,2020-21,1610612753,ORL,28,26,26.0,787,170,369,0.461,73.0,188.0,0.388,98,123,0.797,5.0,70.0,75.0,95,27.0,9.0,54.0,55,511,Orlando Magic,29.98,18.25
De'Aaron,Fox,1628368,2020-21,1610612758,SAC,23,58,58.0,2036,529,1110,0.477,103.0,320.0,0.322,300,417,0.719,33.0,170.0,203.0,417,87.0,27.0,174.0,170,1461,Sacramento Kings,35.1,19.45
Danilo,Gallinari,201568,2020-21,1610612737,ATL,32,51,4.0,1222,206,475,0.434,103.0,254.0,0.406,161,174,0.925,17.0,194.0,211.0,76,30.0,10.0,43.0,105,676,Atlanta Hawks,23.96,16.56
Darius,Garland,1629636,2020-21,1610612739,CLE,21,54,50.0,1790,362,802,0.451,105.0,266.0,0.395,112,132,0.848,23.0,106.0,129.0,329,66.0,6.0,164.0,110,941,Cleveland Cavaliers,33.15,13.98
Marc,Gasol,201188,2020-21,1610612747,LAL,36,52,42.0,993,88,194,0.454,50.0,122.0,0.41,36,50,0.72,38.0,177.0,215.0,109,26.0,58.0,53.0,115,262,Los Angeles Lakers,19.1,12.04
Rudy,Gay,200752,2020-21,1610612759,SAS,34,63,1.0,1358,264,628,0.42,106.0,278.0,0.381,82,102,0.804,42.0,261.0,303.0,88,45.0,40.0,65.0,115,716,San Antonio Spurs,21.56,15.25
Paul,George,202331,2020-21,1610612746,LAC,31,54,54.0,1821,445,953,0.467,171.0,416.0,0.411,198,228,0.868,45.0,314.0,359.0,280,62.0,24.0,179.0,132,1259,Los Angeles Clippers,33.72,20.76
Taj,Gibson,201959,2020-21,1610612752,NYK,36,45,3.0,936,99,158,0.627,3.0,15.0,0.2,40,55,0.727,99.0,151.0,250.0,36,31.0,49.0,22.0,99,241,New York Knicks,20.8,15.63
Shai,Gilgeous-Alexander,1628983,2020-21,1610612760,OKC,22,35,35.0,1180,287,565,0.508,71.0,170.0,0.418,185,229,0.808,19.0,147.0,166.0,207,27.0,23.0,106.0,70,830,Oklahoma City Thunder,33.71,22.18
Rudy,Gobert,203497,2020-21,1610612762,UTA,29,71,71.0,2187,391,579,0.675,0.0,4.0,0.0,233,374,0.623,240.0,720.0,960.0,89,40.0,190.0,118.0,163,1015,Utah Jazz,30.8,24.65
Brandon,Goodwin,1629164,2020-21,1610612737,ATL,25,47,5.0,620,84,223,0.377,32.0,103.0,0.311,28,43,0.651,8.0,61.0,69.0,95,17.0,0.0,36.0,41,228,Atlanta Hawks,13.19,9.8
Aaron,Gordon,203932,2020-21,1610612753,ORL,25,25,25.0,736,128,293,0.437,42.0,112.0,0.375,66,105,0.629,39.0,127.0,166.0,105,16.0,20.0,67.0,49,364,Orlando Magic,27.68,14.91
Aaron,Gordon,203932,2020-21,1610612743,DEN,25,25,25.0,648,103,206,0.5,17.0,64.0,0.266,31,44,0.705,38.0,80.0,118.0,56,17.0,14.0,30.0,40,254,Denver Nuggets,27.68,13.23
Eric,Gordon,201569,2020-21,1610612745,HOU,32,27,13.0,789,159,367,0.433,69.0,210.0,0.329,94,114,0.825,8.0,50.0,58.0,71,14.0,13.0,51.0,44,481,Houston Rockets,29.22,14.29
Devonte',Graham,1628984,2020-21,1610612766,CHA,26,55,44.0,1659,252,669,0.377,179.0,477.0,0.375,133,158,0.842,22.0,126.0,148.0,295,48.0,6.0,84.0,77,816,Charlotte Hornets,30.16,15.31
